timestamp,Biden
"2020-11-09 14:45:53",124
"2020-11-09 15:51:34",124
"2020-11-09 16:31:43",124
"2020-11-09 17:11:11",124
"2020-11-09 18:56:27",124
"2020-11-09 19:31:31",124
"2020-11-09 21:31:25",124
"2020-11-09 21:35:31",124
"2020-11-09 22:44:59",124
"2020-11-09 23:44:13",124
"2020-11-10 00:22:30",124
"2020-11-10 06:03:21",124
"2020-11-10 14:57:39",124
"2020-11-10 16:18:07",124
"2020-11-10 18:52:23",124
"2020-11-10 20:13:12",124
"2020-11-10 21:30:56",124
"2020-11-10 21:45:52",124
"2020-11-10 23:31:18",124
"2020-11-11 00:16:54",124
"2020-11-11 03:01:18",124
"2020-11-11 03:16:00",124
"2020-11-11 20:31:19",124
"2020-11-11 21:50:46",124
